_initial_assets,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,performance_reward,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,progress_before_trial,progress_after_trial,async_post_trial_required,async_post_trial_requested,async_post_trial_complete,async_post_trial_failed,class,object_type,adaptivetest_participant_current_ability_estimate_before_trial,adaptivetest_participant_current_standard_error_estimate_before_trial,item,correct,merged_file,duration_target,duration_silence,duration_probe,clicked_object,click_coordinates
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.12673331827128076, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.02763979094081398}",21,2025-11-24 16:28:29,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""122"", ""a"": 2.939868862215038, ""b"": -0.0063817062506741, ""c"": 0.2995549861168891, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 122}, ""merged_file"": ""static/stimuli_merged/Task_0122_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.074}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.074}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,62,,,15.862,333.9999999999999,348.9999999999999,15.0,0.45504087193460513,0.47547683923705747,False,False,False,False,CustomTaskTrial,Info,0.12673331827128076,0.02763979094081398,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""122"", ""a"": 2.939868862215038, ""b"": -0.0063817062506741, ""c"": 0.2995549861168891, ""d"": 1.0}",diff,static/stimuli_merged/Task_0122_merged.wav,5.074,5.0,5.074,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.12727067061320524, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.02791928732311909}",22,2025-11-24 16:28:45,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""2"", ""a"": 3.576886179324148, ""b"": -0.5509534905080764, ""c"": 1.17724736761969e-05, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 2}, ""merged_file"": ""static/stimuli_merged/Task_0002_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.013}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.071}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,65,,,11.776,348.9999999999999,363.9999999999999,15.0,0.47547683923705747,0.4959128065395098,False,False,False,False,CustomTaskTrial,Info,0.12727067061320524,0.02791928732311909,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""2"", ""a"": 3.576886179324148, ""b"": -0.5509534905080764, ""c"": 1.17724736761969e-05, ""d"": 1.0}",diff,static/stimuli_merged/Task_0002_merged.wav,3.013,5.0,3.071,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.12749885058195712, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.028034857284618526}",23,2025-11-24 16:28:58,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""86"", ""a"": 1.94323739530487, ""b"": -0.135646678709172, ""c"": 6.291121275836871e-06, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 86}, ""merged_file"": ""static/stimuli_merged/Task_0086_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.535}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.535}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,68,,,12.785,363.9999999999999,378.9999999999999,15.0,0.4959128065395098,0.5163487738419621,False,False,False,False,CustomTaskTrial,Info,0.12749885058195712,0.028034857284618526,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""86"", ""a"": 1.94323739530487, ""b"": -0.135646678709172, ""c"": 6.291121275836871e-06, ""d"": 1.0}",diff,static/stimuli_merged/Task_0086_merged.wav,3.535,5.0,3.535,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.12808036558179625, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.0283510762706291}",24,2025-11-24 16:29:11,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""30"", ""a"": 3.294774187952683, ""b"": -0.5794417180009684, ""c"": 1.697471857363802e-05, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 30}, ""merged_file"": ""static/stimuli_merged/Task_0030_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.007}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.053}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,71,,,11.873999999999999,378.9999999999999,393.9999999999999,15.0,0.5163487738419621,0.5367847411444144,False,False,False,False,CustomTaskTrial,Info,0.12808036558179625,0.0283510762706291,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""30"", ""a"": 3.294774187952683, ""b"": -0.5794417180009684, ""c"": 1.697471857363802e-05, ""d"": 1.0}",diff,static/stimuli_merged/Task_0030_merged.wav,3.007,5.0,3.053,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.1283162282380271, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.028475344007812323}",25,2025-11-24 16:29:24,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""131"", ""a"": 1.869568754733148, ""b"": -0.2234764302323057, ""c"": 9.874635706578596e-06, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 131}, ""merged_file"": ""static/stimuli_merged/Task_0131_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.532}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.462}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,74,,,17.028,393.9999999999999,408.9999999999999,15.0,0.5367847411444144,0.5572207084468668,False,False,False,False,CustomTaskTrial,Info,0.1283162282380271,0.028475344007812323,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""131"", ""a"": 1.869568754733148, ""b"": -0.2234764302323057, ""c"": 9.874635706578596e-06, ""d"": 1.0}",diff,static/stimuli_merged/Task_0131_merged.wav,5.532,5.0,5.462,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.1288389669310723, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.0287679847369361}",26,2025-11-24 16:29:42,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""68"", ""a"": 1.675284993088629, ""b"": 0.100523215137866, ""c"": 1.271959316999551e-05, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 68}, ""merged_file"": ""static/stimuli_merged/Task_0068_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.367}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.326}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,77,,,13.796999999999999,408.9999999999999,423.9999999999999,15.0,0.5572207084468668,0.5776566757493191,False,False,False,False,CustomTaskTrial,Info,0.1288389669310723,0.0287679847369361,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""68"", ""a"": 1.675284993088629, ""b"": 0.100523215137866, ""c"": 1.271959316999551e-05, ""d"": 1.0}",diff,static/stimuli_merged/Task_0068_merged.wav,3.367,5.0,3.326,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.12952452614524393, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.029164278241925055}",27,2025-11-24 16:29:56,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""143"", ""a"": 4.587873824747355, ""b"": -0.6213946786793313, ""c"": 3.989841804156932e-06, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 143}, ""merged_file"": ""static/stimuli_merged/Task_0143_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 6.159}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 6.159}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,80,,,18.726000000000003,423.9999999999999,438.9999999999999,15.0,0.5776566757493191,0.5980926430517715,False,False,False,False,CustomTaskTrial,Info,0.12952452614524393,0.029164278241925055,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""143"", ""a"": 4.587873824747355, ""b"": -0.6213946786793313, ""c"": 3.989841804156932e-06, ""d"": 1.0}",diff,static/stimuli_merged/Task_0143_merged.wav,6.159,5.0,6.159,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.1296448710632744, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.029228526073899832}",28,2025-11-24 16:30:16,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""88"", ""a"": 2.707161358427914, ""b"": -0.7285204322423774, ""c"": 5.45944731071764e-06, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 88}, ""merged_file"": ""static/stimuli_merged/Task_0088_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.535}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.489}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,83,,,12.854000000000001,438.9999999999999,453.9999999999999,15.0,0.5980926430517715,0.6185286103542238,False,False,False,False,CustomTaskTrial,Info,0.1296448710632744,0.029228526073899832,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""88"", ""a"": 2.707161358427914, ""b"": -0.7285204322423774, ""c"": 5.45944731071764e-06, ""d"": 1.0}",diff,static/stimuli_merged/Task_0088_merged.wav,3.535,5.0,3.489,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.12985111076970943, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.029345259008666028}",29,2025-11-24 16:30:29,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""106"", ""a"": 2.306868660852717, ""b"": 0.2123259975161307, ""c"": 0.3850957703164964, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 106}, ""merged_file"": ""static/stimuli_merged/Task_0106_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 4.51}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 4.476}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,86,,,15.472999999999999,453.9999999999999,468.9999999999999,15.0,0.6185286103542238,0.6389645776566761,False,False,False,False,CustomTaskTrial,Info,0.12985111076970943,0.029345259008666028,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""106"", ""a"": 2.306868660852717, ""b"": 0.2123259975161307, ""c"": 0.3850957703164964, ""d"": 1.0}",diff,static/stimuli_merged/Task_0106_merged.wav,4.51,5.0,4.476,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.13030821857468863, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.02961666216176234}",30,2025-11-24 16:30:46,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""70"", ""a"": 2.502366645870099, ""b"": -0.6300470574536341, ""c"": 0.2032813412251807, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 70}, ""merged_file"": ""static/stimuli_merged/Task_0070_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 2.955}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 2.984}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,89,,,11.746999999999998,468.9999999999999,483.9999999999999,15.0,0.6389645776566761,0.6594005449591285,False,False,False,False,CustomTaskTrial,Info,0.13030821857468863,0.02961666216176234,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""70"", ""a"": 2.502366645870099, ""b"": -0.6300470574536341, ""c"": 0.2032813412251807, ""d"": 1.0}",diff,static/stimuli_merged/Task_0070_merged.wav,2.955,5.0,2.984,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.13052782787817713, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.029744873224415384}",31,2025-11-24 16:30:58,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""16"", ""a"": 1.490110198696744, ""b"": 0.3597153558258825, ""c"": 2.272050117905796e-05, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 16}, ""merged_file"": ""static/stimuli_merged/Task_0016_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.158}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.222}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,92,,,12.679,483.9999999999999,498.9999999999999,15.0,0.6594005449591285,0.6798365122615808,False,False,False,False,CustomTaskTrial,Info,0.13052782787817713,0.029744873224415384,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""16"", ""a"": 1.490110198696744, ""b"": 0.3597153558258825, ""c"": 2.272050117905796e-05, ""d"": 1.0}",diff,static/stimuli_merged/Task_0016_merged.wav,3.158,5.0,3.222,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.13130172062071208, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.030222838876246685}",32,2025-11-24 16:31:11,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""119"", ""a"": 1.674301713172858, ""b"": -0.5018304117166276, ""c"": 1.587689354228769e-05, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 119}, ""merged_file"": ""static/stimuli_merged/Task_0119_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 4.778}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 4.748}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,95,,,15.677999999999999,498.9999999999999,513.9999999999999,15.0,0.6798365122615808,0.7002724795640332,False,False,False,False,CustomTaskTrial,Info,0.13130172062071208,0.030222838876246685,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""119"", ""a"": 1.674301713172858, ""b"": -0.5018304117166276, ""c"": 1.587689354228769e-05, ""d"": 1.0}",diff,static/stimuli_merged/Task_0119_merged.wav,4.778,5.0,4.748,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.13169611245906143, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.030467587907994566}",33,2025-11-24 16:31:28,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""132"", ""a"": 5.81624007673039, ""b"": 0.5129944568823073, ""c"": 0.3106197668979717, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 132}, ""merged_file"": ""static/stimuli_merged/Task_0132_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.509}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.497}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,98,,,16.755,513.9999999999999,528.9999999999999,15.0,0.7002724795640332,0.7207084468664855,False,False,False,False,CustomTaskTrial,Info,0.13169611245906143,0.030467587907994566,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""132"", ""a"": 5.81624007673039, ""b"": 0.5129944568823073, ""c"": 0.3106197668979717, ""d"": 1.0}",diff,static/stimuli_merged/Task_0132_merged.wav,5.509,5.0,5.497,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.13257292498384812, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.031032447036306175}",34,2025-11-24 16:31:45,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""80"", ""a"": 2.157940868723033, ""b"": -0.7563442300227982, ""c"": 5.554631052142482e-06, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 80}, ""merged_file"": ""static/stimuli_merged/Task_0080_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.466}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 3.489}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,101,,,12.564,528.9999999999999,543.9999999999999,15.0,0.7207084468664855,0.7411444141689378,False,False,False,False,CustomTaskTrial,Info,0.13257292498384812,0.031032447036306175,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""80"", ""a"": 2.157940868723033, ""b"": -0.7563442300227982, ""c"": 5.554631052142482e-06, ""d"": 1.0}",diff,static/stimuli_merged/Task_0080_merged.wav,3.466,5.0,3.489,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.1328373661826277, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.03120053189092432}",35,2025-11-24 16:31:59,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""118"", ""a"": 2.45346325933335, ""b"": -0.0491470829184608, ""c"": 0.530113185407211, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 118}, ""merged_file"": ""static/stimuli_merged/Task_0118_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 4.789}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 4.789}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,104,,,15.448,543.9999999999999,558.9999999999999,15.0,0.7411444141689378,0.7615803814713902,False,False,False,False,CustomTaskTrial,Info,0.1328373661826277,0.03120053189092432,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""118"", ""a"": 2.45346325933335, ""b"": -0.0491470829184608, ""c"": 0.530113185407211, ""d"": 1.0}",diff,static/stimuli_merged/Task_0118_merged.wav,4.789,5.0,4.789,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.13316059231439278, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.031409780181163215}",36,2025-11-24 16:32:15,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""140"", ""a"": 1.381826789418509, ""b"": -0.1769021361638082, ""c"": 1.11812321711703e-05, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 140}, ""merged_file"": ""static/stimuli_merged/Task_0140_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.979}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.892}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,107,,,17.642,558.9999999999999,573.9999999999999,15.0,0.7615803814713902,0.7820163487738425,False,False,False,False,CustomTaskTrial,Info,0.13316059231439278,0.031409780181163215,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""140"", ""a"": 1.381826789418509, ""b"": -0.1769021361638082, ""c"": 1.11812321711703e-05, ""d"": 1.0}",diff,static/stimuli_merged/Task_0140_merged.wav,5.979,5.0,5.892,diff,"[50.187617260787995, 38.46153846153846]"
,"{""adaptivetest_participant_current_ability_estimate_before_trial"": 0.13369672624356954, ""adaptivetest_participant_current_standard_error_estimate_before_trial"": 0.03176726696509243}",37,2025-11-24 16:32:33,False,,,CustomTaskTrial,23,23,True,23,1,,,"{""item"": {""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""123"", ""a"": 1.352950563894503, ""b"": -0.1729789654272591, ""c"": 7.371554743783251e-06, ""d"": 1.0}, ""correct"": ""diff"", ""id"": {""py/object"": ""numpy.int64"", ""dtype"": ""int64"", ""value"": 123}, ""merged_file"": ""static/stimuli_merged/Task_0123_merged.wav"", ""duration_target"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.277}, ""duration_silence"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.0}, ""duration_probe"": {""py/object"": ""numpy.float64"", ""dtype"": ""float64"", ""value"": 5.184}}",True,False,1.0,0.0,,"{""clicked_object"": ""diff"", ""click_coordinates"": [50.187617260787995, 38.46153846153846]}",False,110,,,16.797,573.9999999999999,588.9999999999999,15.0,0.7820163487738425,0.8024523160762949,False,False,False,False,CustomTaskTrial,Info,0.13369672624356954,0.03176726696509243,"{""py/object"": ""adaptivetesting.models.__test_item.TestItem"", ""id"": ""123"", ""a"": 1.352950563894503, ""b"": -0.1729789654272591, ""c"": 7.371554743783251e-06, ""d"": 1.0}",diff,static/stimuli_merged/Task_0123_merged.wav,5.277,5.0,5.184,diff,"[50.187617260787995, 38.46153846153846]"
